Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 00:20;27/01/2024 00:30;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:35;27/01/2024 01:45;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 22:00;26/01/2024 22:00;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;26/01/2024 23:35;26/01/2024 23:42;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 04:30;26/01/2024 04:30;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 06:30;26/01/2024 06:22;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 02:40;26/01/2024 02:55;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 03:40;26/01/2024 04:00;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 23:20;26/01/2024 23:20;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:10;27/01/2024 01:07;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;26/01/2024 19:00;26/01/2024 19:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 21:55;26/01/2024 22:00;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9305;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 06:50;26/01/2024 06:50;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;26/01/2024 09:45;26/01/2024 10:02;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9305;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 04:00;26/01/2024 04:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 05:45;26/01/2024 05:45;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9306;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 00:15;26/01/2024 00:15;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 01:55;26/01/2024 01:53;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9307;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 03:00;26/01/2024 03:15;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;26/01/2024 04:35;26/01/2024 05:03;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9408;0;C;B73Y;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 22:40;26/01/2024 22:50;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:15;27/01/2024 01:05;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9408;0;C;B73Y;0;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;26/01/2024 19:50;26/01/2024 19:50;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 21:40;26/01/2024 21:35;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9409;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;26/01/2024 05:00;26/01/2024 04:50;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;26/01/2024 07:50;26/01/2024 07:40;REALIZADO;;2024-01-26;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9409;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 03:10;26/01/2024 03:20;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;26/01/2024 04:10;26/01/2024 04:25;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9412;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;26/01/2024 01:00;26/01/2024 01:00;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 02:20;26/01/2024 02:10;REALIZADO;;2024-01-26;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9413;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 03:05;26/01/2024 03:25;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;26/01/2024 04:05;26/01/2024 04:34;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9520;0;C;B734;0;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;26/01/2024 21:20;26/01/2024 21:10;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;26/01/2024 22:35;26/01/2024 22:28;REALIZADO;;2024-01-26;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9520;0;C;B734;0;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;26/01/2024 23:25;26/01/2024 23:25;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 00:55;27/01/2024 01:08;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9521;0;C;B734;0;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;26/01/2024 05:25;26/01/2024 05:41;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;26/01/2024 06:40;26/01/2024 07:10;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9521;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 03:20;26/01/2024 03:20;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;26/01/2024 04:45;26/01/2024 04:55;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9522;0;C;B734;0;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;26/01/2024 21:50;26/01/2024 23:55;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:15;27/01/2024 03:45;REALIZADO;;2024-01-26;Atraso 120-240;Atraso 120-240
SID;SIDERAL LINHAS AÉREAS LTDA.;9523;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 02:30;26/01/2024 02:36;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;26/01/2024 05:30;26/01/2024 05:38;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9774;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 00:50;27/01/2024 01:00;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 02:10;27/01/2024 02:15;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9774;0;C;B73Y;0;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;26/01/2024 21:30;26/01/2024 21:30;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 00:05;27/01/2024 00:12;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9775;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 03:45;26/01/2024 03:58;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;26/01/2024 06:45;26/01/2024 07:00;REALIZADO;;2024-01-26;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9000;E;C;B734;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;;27/01/2024 07:05;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;;27/01/2024 08:30;REALIZADO;;2024-01-27;;
SID;SIDERAL LINHAS AÉREAS LTDA.;9206;7;N;B738;189;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 19:45;27/01/2024 20:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;27/01/2024 21:35;27/01/2024 22:00;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9301;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 04:00;27/01/2024 04:17;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;27/01/2024 06:20;27/01/2024 06:43;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 04:30;27/01/2024 04:41;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;27/01/2024 06:30;27/01/2024 06:35;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 02:40;27/01/2024 03:00;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 03:40;27/01/2024 04:11;REALIZADO;;2024-01-27;Pontual;Atraso 30-60
SID;SIDERAL LINHAS AÉREAS LTDA.;9305;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;27/01/2024 06:50;27/01/2024 07:30;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/01/2024 09:45;27/01/2024 10:30;REALIZADO;;2024-01-27;Atraso 30-60;Atraso 30-60
SID;SIDERAL LINHAS AÉREAS LTDA.;9305;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 04:00;27/01/2024 04:24;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;27/01/2024 05:45;27/01/2024 06:15;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9306;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;27/01/2024 00:15;27/01/2024 00:15;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:55;27/01/2024 01:57;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9307;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:00;27/01/2024 03:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;27/01/2024 04:35;27/01/2024 04:40;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9409;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 05:00;27/01/2024 05:10;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;27/01/2024 07:50;27/01/2024 08:00;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9409;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:10;27/01/2024 03:35;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 04:10;27/01/2024 04:43;REALIZADO;;2024-01-27;Pontual;Atraso 30-60
SID;SIDERAL LINHAS AÉREAS LTDA.;9412;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 01:00;27/01/2024 01:10;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 02:20;27/01/2024 01:52;REALIZADO;;2024-01-27;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9413;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:05;27/01/2024 03:15;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;27/01/2024 04:05;27/01/2024 04:40;REALIZADO;;2024-01-27;Pontual;Atraso 30-60
SID;SIDERAL LINHAS AÉREAS LTDA.;9521;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:20;27/01/2024 03:25;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;27/01/2024 04:45;27/01/2024 04:55;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9521;0;C;B734;0;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;27/01/2024 05:25;27/01/2024 05:35;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;27/01/2024 06:40;27/01/2024 07:05;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9523;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 02:30;27/01/2024 02:30;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;27/01/2024 05:30;27/01/2024 05:30;REALIZADO;;2024-01-27;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9775;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:45;27/01/2024 04:18;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;27/01/2024 06:45;27/01/2024 07:25;REALIZADO;;2024-01-27;Atraso 30-60;Atraso 30-60
SID;SIDERAL LINHAS AÉREAS LTDA.;9300;0;C;B734;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2024 01:00;30/01/2024 00:50;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 02:00;30/01/2024 01:50;REALIZADO;;2024-01-29;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9300;0;C;B734;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;29/01/2024 22:20;29/01/2024 22:05;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2024 00:20;30/01/2024 00:05;REALIZADO;;2024-01-29;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2024 00:20;30/01/2024 00:20;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 01:35;30/01/2024 01:45;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;29/01/2024 22:00;29/01/2024 22:00;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;29/01/2024 23:35;29/01/2024 23:40;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;29/01/2024 23:20;29/01/2024 23:20;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 01:10;30/01/2024 01:05;REALIZADO;;2024-01-29;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/01/2024 19:00;29/01/2024 19:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;29/01/2024 21:55;29/01/2024 22:00;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9408;0;C;B73Y;0;SBFZ;PINTO MARTINS - FORTALEZA - CE - BRASIL;29/01/2024 19:50;29/01/2024 19:50;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;29/01/2024 21:40;29/01/2024 21:37;REALIZADO;;2024-01-29;Pontual;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9408;0;C;B73Y;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;29/01/2024 22:40;29/01/2024 22:40;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 01:15;30/01/2024 01:17;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9520;0;C;B734;0;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;29/01/2024 21:20;29/01/2024 21:10;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;29/01/2024 22:35;29/01/2024 22:55;REALIZADO;;2024-01-29;Antecipado;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9520;0;C;B734;0;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;29/01/2024 23:25;29/01/2024 23:25;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 00:55;30/01/2024 01:25;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9522;0;C;B734;0;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;29/01/2024 21:50;29/01/2024 21:50;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 01:15;30/01/2024 01:15;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9774;0;C;B73Y;0;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;29/01/2024 21:30;29/01/2024 21:30;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2024 00:05;30/01/2024 00:17;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9774;0;C;B73Y;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2024 00:50;30/01/2024 01:20;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 02:10;30/01/2024 02:40;REALIZADO;;2024-01-29;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9001;E;C;B734;0;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;;30/01/2024 00:30;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;;30/01/2024 01:25;REALIZADO;;2024-01-30;;
SID;SIDERAL LINHAS AÉREAS LTDA.;9207;7;N;B738;189;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2024 16:00;30/01/2024 15:50;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;30/01/2024 17:00;30/01/2024 16:48;REALIZADO;;2024-01-30;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9300;0;C;B734;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2024 22:20;30/01/2024 22:10;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2024 00:20;31/01/2024 00:10;REALIZADO;;2024-01-30;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9300;0;C;B734;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2024 01:00;31/01/2024 00:55;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;31/01/2024 02:00;31/01/2024 01:55;REALIZADO;;2024-01-30;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9301;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 04:00;30/01/2024 04:10;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2024 06:20;30/01/2024 06:30;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2024 22:00;30/01/2024 22:00;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;30/01/2024 23:35;30/01/2024 23:55;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9302;0;C;B734;0;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;31/01/2024 00:20;31/01/2024 00:30;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;31/01/2024 01:35;31/01/2024 01:50;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 02:40;30/01/2024 02:55;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2024 03:40;30/01/2024 03:45;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9303;0;C;B734;0;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;30/01/2024 04:30;30/01/2024 04:16;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;30/01/2024 06:30;30/01/2024 06:20;REALIZADO;;2024-01-30;Antecipado;Antecipado
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/01/2024 19:00;30/01/2024 19:00;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2024 21:55;30/01/2024 22:00;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9304;0;C;B73Y;0;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2024 23:20;30/01/2024 23:30;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;31/01/2024 01:10;31/01/2024 01:20;REALIZADO;;2024-01-30;Pontual;Pontual
SID;SIDERAL LINHAS AÉREAS LTDA.;9305;0;C;B73Y;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 04:00;30/01/2024 04:23;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;30/01/2024 05:45;30/01/2024 06:10;REALIZADO;;2024-01-30;Pontual;Pontual
